Condition,KcatID,Kcat,Derivative,Iteration
tpi1#B1,k#Zn2tex,0.23400022318154534,-2.2318154536206774e-6,1.0
tpi1#B1,k#ASPO6,0.014862940740713282,0.002570592592867168,1.0
tpi1#B1,k#METSOXR1,0.1620189037972143,-0.4676598754372315,1.0
tpi1#B1,k#FACOAL180t2pp,0.029029749851685598,-0.005401746984796542,1.0
tpi1#B1,k#NTD11,0.024690552918070464,7.829995791009272e-13,1.0
tpi1#B1,k#GLYt2pp,0.23399999999999987,9.96873290734608e-16,1.0
tpi1#B1,k#UAGCVT,0.005939999999999999,9.104585875169956,1.0
tpi1#B1,k#ALAGLUE,0.01206095431422843,9.527825821704424,1.0
tpi1#B1,k#ACGK,0.01512,4.965251002923653,1.0
tpi1#B1,k#DHAD2,0.5003893108561008,0.00010689143899109203,1.0
tpi1#B1,k#SERAT,0.1038334743206335,0.32966525679366493,1.0
tpi1#B1,k#AMPN,0.01979392811434326,6.052253518713182,1.0
tpi1#B1,k#AGM4PApp,0.036342045882850164,-2.100906916603196e-15,1.0
tpi1#B1,k#SGSAD,0.01742862092618422,8.353701528915505e-15,1.0
tpi1#B1,k#GMHEPAT,0.0032511080985705,17.031496228041732,1.0
tpi1#B1,k#FE2abcpp,0.23400000000000007,-7.048876319534278e-16,1.0
tpi1#B1,k#MLTP3,0.015170423845921741,0.3959505158311994,1.0
tpi1#B1,k#ACOAD2f,0.5082164821424872,1.0992802396671557e-7,1.0
tpi1#B1,k#Kt2pp,0.2340000001899039,-1.8990391984860397e-9,1.0
tpi1#B1,k#CO2tex,0.351,-24.062052801918107,1.0
tpi1#B1,k#KARA2,0.002265410845725228,0.418061949502783,1.0
tpi1#B1,k#FEOXAMabcpp,0.23400569648828848,-5.6964882884795836e-5,1.0
tpi1#B1,k#3HAD121,0.015817948258106132,1.6128761776322784e-14,1.0
tpi1#B1,k#PAPSR,0.36201171249948594,-2.7361076998468977e-21,1.0
tpi1#B1,k#ACKr,0.5527748534842568,0.026940421916008192,1.0
tpi1#B1,k#UPP3MT,0.0002020761480808332,0.5245889432172551,1.0
tpi1#B1,k#3HAD161,0.013992076265539367,0.018258719925683786,1.0
tpi1#B1,k#NADS1,0.00021990084858979018,216.70577727408326,1.0
tpi1#B1,k#NI2tpp,0.23400000000000432,-4.3334046789441286e-14,1.0
tpi1#B1,k#TYRL,5.16129862709826e-5,16.274521650564424,1.0
tpi1#B1,k#DADK,0.017331396106982273,-4.516247631699493e-15,1.0
tpi1#B1,k#ASNS2,0.06088607899393136,0.07513921006068647,1.0
tpi1#B1,k#KDOPP,0.033704817633089454,3.6800745814503,1.0
tpi1#B1,k#PPCK,0.21681920533184845,0.018583009393878695,1.0
tpi1#B1,k#ETHAAL,0.255979934871157,-3.721160741014007e-9,1.0
tpi1#B1,k#UPPRT,0.016190424940814675,0.2894665985200197,1.0
tpi1#B1,k#PGL,2.1183468169126067,0.011446506379080105,1.0
tpi1#B1,k#FE2tex,0.23400203652269427,-2.0365226942868153e-5,1.0
tpi1#B1,k#HSDy,0.031471085236794816,-0.03169005038098933,1.0
tpi1#B1,k#ACLS,0.35868742441897944,-2.82074270085097e-8,1.0
tpi1#B1,k#G5SD,0.049458951086598715,0.009410489134012857,1.0
tpi1#B1,k#GLCDpp,0.36910353136976154,-1.8458245824765258,1.0
tpi1#B1,k#GLCS1,0.07603289858699204,7.390480104086451e-10,1.0
tpi1#B1,k#SPMDt3pp,0.23400012749808813,-1.2749808814741545e-6,1.0
tpi1#B1,k#LALGP,0.06292203595669639,0.04835257320681896,1.0
tpi1#B1,k#SERD_D,0.02852535499263216,3.2306707111123436,1.0
tpi1#B1,k#DXYLONtex,0.23399999999999999,-7.826028510600028e-19,1.0
tpi1#B1,k#AP4AS,0.03506083820136719,1.586145956429908e-14,1.0
tpi1#B1,k#3OAR120,0.02419232856965442,-60.306961792231334,1.0
tpi1#B1,k#GAPD,0.08568231427737927,0.43071546851358905,1.0
tpi1#B1,k#PROt2rpp,0.1531980734919942,0.8080192650800577,1.0
tpi1#B1,k#UAAGDS,0.0144,2.766928455185993,1.0
tpi1#B1,k#HACD3,0.21376648297374684,0.001568869805787552,1.0
tpi1#B1,k#GLYK,0.002560942299404412,19.32400963062889,1.0
tpi1#B1,k#PLIPA2G180pp,0.017908417013163983,2.863920536989108,1.0
tpi1#B1,k#ORPT,0.007819035349484197,1.0191652067643269,1.0
tpi1#B1,k#TDPDRR,0.002206856979304236,36.86525670479083,1.0
tpi1#B1,k#FBA3,0.10537613416814638,1.4227957544843717e-15,1.0
tpi1#B1,k#GLBRAN2,0.01565633502093852,6.580819723834952,1.0
tpi1#B1,k#SOTA,0.028478432465727274,-2.3154771999601083e-14,1.0
tpi1#B1,k#GLCP,0.030309009645358948,-1.2994844106148041e-8,1.0
tpi1#B1,k#DURIPP,0.008799970496859702,2.9756575900603712,1.0
tpi1#B1,k#3HAD181,0.01497987106981727,0.008380771882904745,1.0
tpi1#B1,k#FDH4pp,0.4157185525401175,-1.707200980588468,1.0
tpi1#B1,k#ARGSL,0.019799999999999998,1.6066499025212244,1.0
tpi1#B1,k#NNAM,0.017621907079943898,1.3805076766642015,1.0
tpi1#B1,k#G3PAT161,0.1347030191622042,-2.409278452180026e-21,1.0
