Condition,KcatID,Kcat,Derivative,Iteration
WT2#B2,k#3OAS141,0.00337765492892565,0.058615316349737094,1.0
WT2#B2,k#IPPS,0.03056191260595019,0.05438087394049807,1.0
WT2#B2,k#Zn2tex,0.23400027822310712,-2.7822310712246187e-6,1.0
WT2#B2,k#D_LACtex,0.23399999999999999,3.3748347763325448e-18,1.0
WT2#B2,k#DHDPRy,0.03194144270751104,0.18458557292488956,1.0
WT2#B2,k#3OAR80,0.044514208598302754,-6.647215361666105,1.0
WT2#B2,k#FE3DCITtonex,0.23399999999999999,4.2977404347792185e-25,1.0
WT2#B2,k#METSOXR1,0.11525291625349114,-4.198270287123194e-17,1.0
WT2#B2,k#FACOAL180t2pp,0.02863555964781916,-0.0014598449461321742,1.0
WT2#B2,k#NTD11,0.024690552918148433,3.3071916054595644e-15,1.0
WT2#B2,k#GLYt2pp,0.23399999999999999,-5.652938054458481e-18,1.0
WT2#B2,k#UAGCVT,0.005939999999999999,18.348648191910744,1.0
WT2#B2,k#ALAGLUE,0.03618286294268529,-28.056727375596452,1.0
WT2#B2,k#RBFSa,0.00013269687272466786,0.7554907987690311,1.0
WT2#B2,k#GLDBRAN2,0.06484146843927671,-0.3720703910379316,1.0
WT2#B2,k#ADNCYC,0.18455045192445815,-9.731086917091621e-18,1.0
WT2#B2,k#PItex,0.2575950155339522,-0.2359501553395219,1.0
WT2#B2,k#LPLIPAL1A181pp,0.05875003371044088,-9.265735018466613e-19,1.0
WT2#B2,k#ACGK,0.01512,6.932068011754544,1.0
WT2#B2,k#ARGDCpp,0.05512787951346252,1.0727174970870863,1.0
WT2#B2,k#PSERT,0.12999567088638544,0.046926409551825074,1.0
WT2#B2,k#DHAD2,0.5003856552435372,0.0001434475646273246,1.0
WT2#B2,k#SERAT,0.12924691629491875,0.07553083705081268,1.0
WT2#B2,k#ECOAH7,0.08726978101673664,-7.856125236863448e-19,1.0
WT2#B2,k#AGPAT181,0.04333220164817604,-2.0026390046373957e-18,1.0
WT2#B2,k#AMPN,0.05938178434302978,-1.3293957501886509,1.0
WT2#B2,k#ASPT,0.07051340385992735,-0.17300512866113268,1.0
WT2#B2,k#CU2tex,0.2340000038761769,-3.87617691423507e-8,1.0
WT2#B2,k#CDPMEK,0.013271320070279776,0.014411984630091891,1.0
WT2#B2,k#ICL,0.026185690788600384,-394.0348013268939,1.0
WT2#B2,k#AGM4PApp,0.03638301794016949,-0.000409720573195329,1.0
WT2#B2,k#PGMT,0.4663523762287692,-1.9065130791476184e-7,1.0
WT2#B2,k#KARA1,0.07783671496478839,0.0031407320969020127,1.0
WT2#B2,k#AIRC3,0.04390408488765983,0.07306054314205446,1.0
WT2#B2,k#GDPMNH,0.028600891082800905,-0.06306063393925569,1.0
WT2#B2,k#SGSAD,0.01746740904005494,-0.00038788113869888736,1.0
WT2#B2,k#DDPA,0.10970825554996098,-7.084613238829559e-7,1.0
WT2#B2,k#UAMAS,0.0252,1.8426797530263828,1.0
WT2#B2,k#PDE1,0.02487421948763437,1.0303139560072685e-22,1.0
WT2#B2,k#FE2abcpp,0.23399999999999999,-2.33812015253826e-17,1.0
WT2#B2,k#FEENTERtex,0.2338917344916938,0.0010826550830621063,1.0
WT2#B2,k#MLTP3,0.015170423845921741,0.17921309245848296,1.0
WT2#B2,k#K2L4Aabcpp,0.2339884243741824,0.00011575625817572808,1.0
WT2#B2,k#ACOAD2f,0.5082164931352896,2.3017714503011807e-22,1.0
WT2#B2,k#NH4tex,0.2355298903624895,-0.015298903624895046,1.0
WT2#B2,k#SHKK,0.11698193666725294,-5.843559405234411e-7,1.0
WT2#B2,k#Kt2pp,0.23400000024734152,-2.473415491453389e-9,1.0
WT2#B2,k#ICDHyr,0.019799999999999998,0.7785787253044498,1.0
WT2#B2,k#CYTK2,0.017995469568529644,1.5984031007611144,1.0
WT2#B2,k#CO2tex,0.351,-24.15754605056429,1.0
WT2#B2,k#NTPP3,0.03356147355290085,-2.763772570330915e-25,1.0
WT2#B2,k#PHEMEabcpp,0.2340000052850533,-5.2850533064675295e-8,1.0
WT2#B2,k#KARA2,0.002265410845725228,0.3105189331572118,1.0
WT2#B2,k#3HAD121,0.015389267336125797,0.004286809219819481,1.0
WT2#B2,k#3OAS100,0.010656620285887746,2.2024909461729996,1.0
WT2#B2,k#PAPSR,0.3620117139835336,-1.4840476768568987e-8,1.0
WT2#B2,k#ACKr,0.5511231963926932,0.043456992831643775,1.0
WT2#B2,k#DASYN181,0.08695237312385369,0.7393275224904438,1.0
WT2#B2,k#UM4PCP,0.03224361305541546,0.8052920994326949,1.0
WT2#B2,k#ECOAH4,0.11804212314522466,-1.7225508230893724e-19,1.0
WT2#B2,k#UPP3MT,0.0002020761480808332,0.5647148503338477,1.0
WT2#B2,k#ASNS1,0.02289838444765948,-2.7946227476581847e-15,1.0
WT2#B2,k#GSNK,0.04465199694498985,-1.0552828844291162e-16,1.0
WT2#B2,k#3HAD161,0.0153892673361258,0.004286809219819447,1.0
WT2#B2,k#ANHGMtex,0.2613377433815563,-0.27337743381556334,1.0
WT2#B2,k#NADS1,0.0006597025457693705,-19.667108239715862,1.0
WT2#B2,k#NI2tpp,0.23400000000000562,-5.6440700753033825e-14,1.0
WT2#B2,k#TYRL,5.16129862709826e-5,25.234416455401682,1.0
WT2#B2,k#ASNS2,0.06781509082688594,0.00584909173114066,1.0
WT2#B2,k#EAR100x,0.009590860154567088,-48.117713404966096,1.0
WT2#B2,k#DHAD1,1.511995271974728,4.7280252720181893e-5,1.0
WT2#B2,k#MOHMT,0.00010664671708698119,22.0142247426934,1.0
WT2#B2,k#UMPK,0.04780178939418426,1.2731085125592287,1.0
WT2#B2,k#KDOPP,0.033704817633089454,3.046175137992111,1.0
WT2#B2,k#PPCK,0.21867750627123633,-7.212378258850989e-18,1.0
WT2#B2,k#LIPAabcpp,0.029487037258141023,0.8728378852453397,1.0
WT2#B2,k#ETHAAL,0.2559859411696431,-6.0066706022143225e-5,1.0
WT2#B2,k#MCTP1App,0.017756926626643164,-2.867923547936373e-8,1.0
WT2#B2,k#AGPAT161,0.5759909212472594,9.078752740594068e-5,1.0
WT2#B2,k#HISTP,0.010614811017766632,0.030651889822333668,1.0
WT2#B2,k#UPPRT,0.016190424940814675,0.5291150360762209,1.0
WT2#B2,k#PGL,2.1187630917354676,0.007283758150471061,1.0
WT2#B2,k#FE2tex,0.234,-1.4367750009492014e-16,1.0
WT2#B2,k#CD2abcpp,0.23399999999999999,-3.2157199939767092e-18,1.0
WT2#B2,k#HSDy,0.028350782549094393,-0.00048702350398511645,1.0
WT2#B2,k#MECDPS,0.010665172006966445,0.015254970569374979,1.0
WT2#B2,k#NTD3,0.05773523160930012,-17.84003780393666,1.0
WT2#B2,k#ACLS,0.3586874252721307,-3.67389398767635e-8,1.0
WT2#B2,k#PPM,0.009600313606224138,7.142367444733485,1.0
WT2#B2,k#AICART,0.041961318516351875,0.008236111268907314,1.0
WT2#B2,k#USHD,0.059750459438446264,-0.00011339569750141498,1.0
WT2#B2,k#3OAR160,0.017241127499098906,-0.10051053257074513,1.0
WT2#B2,k#THRS,0.10301074980854062,0.001148809468004617,1.0
WT2#B2,k#OAADC,0.01369605834012267,3.670775276648302,1.0
WT2#B2,k#G5SD,0.049101146434536405,0.012988535654635962,1.0
WT2#B2,k#GLCDpp,0.36910353136976154,-1.8562754819441334,1.0
WT2#B2,k#4PEPTabcpp,0.02526778644297189,-0.030296439302330568,1.0
WT2#B2,k#PDX5PS,0.005332676777417739,-1.8184395096720645e-10,1.0
WT2#B2,k#CU2tpp,0.23400000000000265,-2.6705470533132214e-14,1.0
WT2#B2,k#3OAR40,0.044514208598302754,-6.647215361666144,1.0
WT2#B2,k#THD2pp,0.02472139641280248,1.004188733107306e-20,1.0
WT2#B2,k#AGM4PH,0.007318817010293669,7.547312596045091,1.0
WT2#B2,k#FE3DCITabcpp,0.23399999999999999,2.0570179490585763e-24,1.0
WT2#B2,k#GLCS1,0.03801644933044842,1.0740619283934132,1.0
WT2#B2,k#SPMDt3pp,0.23400000334747773,-3.347477740731964e-8,1.0
WT2#B2,k#LALGP,0.04691852892232381,0.20838764355054473,1.0
WT2#B2,k#SERD_D,0.08557606497789648,-3.6706455786323673,1.0
WT2#B2,k#GLCP2,0.01515450417293727,7.038572863950519,1.0
WT2#B2,k#ASPO5,0.006970331844461751,0.013592536108968094,1.0
WT2#B2,k#DXYLONtex,0.23400000243832847,-2.438328496119655e-8,1.0
WT2#B2,k#AP4AS,0.01753041910068439,7.0237137730773895,1.0
WT2#B2,k#PAPPT3,0.2088714583722794,0.43128541627720596,1.0
WT2#B2,k#MTHFD,0.24840000000000548,-5.491264268376277e-14,1.0
WT2#B2,k#ACODA,0.0468,0.7396245305365623,1.0
WT2#B2,k#3OAR120,0.02419232856965442,-22.444971317454854,1.0
WT2#B2,k#GAPD,0.077995784085233,0.5075807704350518,1.0
WT2#B2,k#PROt2rpp,0.15782016071389787,0.7617983928610209,1.0
WT2#B2,k#HPYRRx,0.06512688884229749,0.8690016091612967,1.0
WT2#B2,k#PPC,0.0828,1.1808122352100667,1.0
WT2#B2,k#UAAGDS,0.0144,4.881427735615913,1.0
WT2#B2,k#GLYK,0.002560942299404412,19.967331506328954,1.0
WT2#B2,k#GARFT,0.4032,-1.6487612838236943e-20,1.0
WT2#B2,k#HACD3,0.2139233699543256,-5.244808068881894e-20,1.0
WT2#B2,k#PLIPA2G180pp,0.017908417013163983,1.1170953367230125,1.0
WT2#B2,k#GTPCII2,0.000216,0.8000788091264373,1.0
WT2#B2,k#ORPT,0.007819035349484197,0.5184354500940772,1.0
WT2#B2,k#IPDPS,0.0015985149795999846,0.09793374472414411,1.0
WT2#B2,k#LPLIPAL1G180pp,0.016691156081353152,0.3907264145865766,1.0
WT2#B2,k#GLBRAN2,0.04696900506281555,-0.9340216620392043,1.0
WT2#B2,k#PSSA161,0.035204466195758136,0.29595533804241864,1.0
WT2#B2,k#SOTA,0.01423921623286248,0.24010678811864897,1.0
WT2#B2,k#MDH,0.01296,5.519886859305137,1.0
WT2#B2,k#ACOAD5f,0.6411513680268803,1.4462210850599374e-22,1.0
WT2#B2,k#GLCP,0.01515450417293727,1.0147611183321847,1.0
WT2#B2,k#AGPR,0.012512255901092603,5.8440117337791495,1.0
WT2#B2,k#ADPRDP,0.018363030232335365,-0.0031726617309956887,1.0
WT2#B2,k#DURIPP,0.008799970496859702,7.992969119139638,1.0
WT2#B2,k#3HAD181,0.015817948258107745,1.2259493441370292e-18,1.0
WT2#B2,k#THRt2pp,0.23399999999999999,1.127134163024279e-24,1.0
WT2#B2,k#ARGSL,0.019799999999999998,1.3223835312169567,1.0
WT2#B2,k#FDH4pp,0.4157185525401175,-1.4441480074174142,1.0
WT2#B2,k#NNAM,0.017621907079943898,2.1571662949822277,1.0
WT2#B2,k#G3PAT161,0.1347041233786571,-1.1042164528822043e-5,1.0
WT2#B2,k#FE2t3pp,0.23400013566954314,-1.3566954316404506e-6,1.0
WT2#B2,k#RNTR3c2,0.031079010924715888,-0.012671337342309774,1.0
WT2#B2,k#GND,0.23813726376220828,0.02203050196468235,1.0
WT2#B2,k#G3PAT141,0.12498678428742611,6.573255074843641e-22,1.0
WT2#B2,k#MLDCP2Bpp,0.0341767979972784,-0.002228403623819777,1.0
WT2#B2,k#AGPAT180,0.15048583499461135,0.025723466951389388,1.0
WT2#B2,k#3PEPTabcpp,0.03231452588887597,-0.10129408785556802,1.0
WT2#B2,k#ACACT6r,0.16017079319786556,5.242969920936993e-21,1.0
WT2#B2,k#ACGS,0.8135405402579045,0.07259459742095518,1.0
WT2#B2,k#IPPMIb,0.3482567104047363,-7.998068220544291e-9,1.0
WT2#B2,k#NDPK2,0.12669472900960177,0.1255389292674348,1.0
WT2#B2,k#3OAR140,0.02303379502346617,-20.648098155168967,1.0
WT2#B2,k#SDPTA,0.025464248194252963,0.04719834301986396,1.0
WT2#B2,k#HACD4,0.20719827029602764,-5.590798138487555e-20,1.0
WT2#B2,k#ILETA,0.031209658661569013,0.05151842028926229,1.0
WT2#B2,k#EAR160x,0.006835110665648814,-0.21547530248518498,1.0
WT2#B2,k#AMPTASECG,0.04366222042287828,0.0037241124249083675,1.0
WT2#B2,k#FMNRx,0.021530089525919904,-5.626306147160989e-18,1.0
WT2#B2,k#ASP1DC,0.000126,0.6452727646805553,1.0
WT2#B2,k#S4FE4SR,0.041442721264364754,4.141333642729635e-24,1.0
WT2#B2,k#KDOPS,0.0013748949854529425,18.414181969804606,1.0
WT2#B2,k#PPA,0.37216214330718833,-13.257386279135373,1.0
WT2#B2,k#ADSL2r,0.051429321688887995,0.025706783111120048,1.0
WT2#B2,k#DHQS,0.28043037387530967,0.0036962612469031175,1.0
WT2#B2,k#DASYN161,0.305856478341624,0.06305523951269737,1.0
WT2#B2,k#ACCOAC,0.0731509625874285,-10.322258877068615,1.0
WT2#B2,k#ZN2tpp,0.23400000000000126,-1.2844239001125874e-14,1.0
WT2#B2,k#ACPPAT141,0.13313921761606742,-0.0021171867991263554,1.0
WT2#B2,k#DSERDHr,0.012679451523830518,5.453580958762975,1.0
WT2#B2,k#MDDCP4pp,0.015147675748874503,-0.01824073477049359,1.0
WT2#B2,k#EDTXS2,0.006828943026718386,13.01514550715295,1.0
WT2#B2,k#SPMS,0.001788859856247219,12.954879536163778,1.0
WT2#B2,k#HISTD,0.00572327295224886,0.07780625333317095,1.0
