Condition,KcatID,Kcat,Derivative,Iteration
sdh3#B1,k#Zn2tex,0.23400004873793687,-4.873793687055532e-7,1.0
sdh3#B1,k#FACOAL180t2pp,0.028591781039311693,-0.0010220588610574716,1.0
sdh3#B1,k#NTD11,0.03703582937722315,-3.808976335444219,1.0
sdh3#B1,k#UAGCVT,0.005939999999999999,14.787153571665778,1.0
sdh3#B1,k#ALAGLUE,0.02569815795055491,-0.015762493220980472,1.0
sdh3#B1,k#GMPS2,0.018,2.0091092502836775e-20,1.0
sdh3#B1,k#ACGK,0.01512,1.0850424739147984,1.0
sdh3#B1,k#DHAD2,0.4990512852765021,0.013487147234978184,1.0
sdh3#B1,k#SERAT,0.09564714689685574,0.4115285310314425,1.0
sdh3#B1,k#AMPN,0.05938178434302978,-3.9873763898643206,1.0
sdh3#B1,k#DAGK181,0.011472122590926496,2.0678540060082566,1.0
sdh3#B1,k#HXAtex,0.23399999999999999,-2.0104655639257584e-18,1.0
sdh3#B1,k#SGSAD,0.017428620926185055,7.682250876790164e-21,1.0
sdh3#B1,k#GMHEPAT,0.0097533242957115,-26.973538891519155,1.0
sdh3#B1,k#FE2abcpp,0.23399999999999999,1.605818574883458e-20,1.0
sdh3#B1,k#Kt2pp,0.2340000000096201,-9.620116449308995e-11,1.0
sdh3#B1,k#CO2tex,0.351,-19.526506739264253,1.0
sdh3#B1,k#KARA2,0.002265410845725228,34.98411863222794,1.0
sdh3#B1,k#3HAD121,0.015657827935971685,0.001601203221360594,1.0
sdh3#B1,k#PAPSR,0.3620117431515475,-3.06520615670725e-7,1.0
sdh3#B1,k#ACKr,0.554053901177465,0.014149944983926365,1.0
sdh3#B1,k#UPP3MT,0.0002020761480808332,0.17600030351389123,1.0
sdh3#B1,k#3HAD161,0.007908974129053873,0.37573112972060246,1.0
sdh3#B1,k#NADS1,0.00021990084858979018,210.90856887542935,1.0
sdh3#B1,k#NI2tpp,0.2340000000000002,-2.1952078638114446e-15,1.0
sdh3#B1,k#TYRL,5.16129862709826e-5,865.9778698962407,1.0
sdh3#B1,k#DADK,0.01733139610698182,-2.6239346176591715e-18,1.0
sdh3#B1,k#ASNS2,0.06828591031139282,0.0011408968860717676,1.0
sdh3#B1,k#KDOPP,0.033704817633089454,3.2691966098150087,1.0
sdh3#B1,k#PPCK,0.21867750627123633,5.7194687491528526e-21,1.0
sdh3#B1,k#ETHAAL,0.2559813641902697,-1.4296912287470727e-5,1.0
sdh3#B1,k#UPPRT,0.016190424940814675,0.6891056386389904,1.0
sdh3#B1,k#PGL,2.1159002002226166,0.035912673278982406,1.0
sdh3#B1,k#DMPPS,0.0002665599682176918,0.5290108405650474,1.0
sdh3#B1,k#HSDy,0.04245312029804382,-0.6827775297321494,1.0
sdh3#B1,k#ACLS,0.3586874217411294,-1.4289264422425489e-9,1.0
sdh3#B1,k#G5SD,0.05014396986789498,0.0025603013210501986,1.0
sdh3#B1,k#GLCDpp,0.33005166978249045,-0.839826488693161,1.0
sdh3#B1,k#GLCS1,0.03801644933044842,1.0818416057777736,1.0
sdh3#B1,k#SPMDt3pp,0.23400011134405813,-1.113440581424599e-6,1.0
sdh3#B1,k#LALGP,0.050509813586109675,0.17247479691268608,1.0
sdh3#B1,k#SERD_D,0.02852535499263216,0.5652264985057726,1.0
sdh3#B1,k#AP4AS,0.01753041910068439,5.604712004097869,1.0
sdh3#B1,k#HEXt2rpp,0.23399999999999999,-4.101722825367368e-24,1.0
sdh3#B1,k#GAPD,0.06437693056436909,1.4506790464022061,1.0
sdh3#B1,k#PROt2rpp,0.1780451351931483,0.5595486480685168,1.0
sdh3#B1,k#3OAR120,0.02419232856965442,-5.772802825571076,1.0
sdh3#B1,k#UAAGDS,0.0144,4.826961189938466,1.0
sdh3#B1,k#HACD3,0.2139233699543256,3.322392832427018e-20,1.0
sdh3#B1,k#GLYK,0.007682826898213236,-0.18009503163034427,1.0
sdh3#B1,k#PLIPA2G180pp,0.017908417013163983,2.1186717204226904,1.0
sdh3#B1,k#ORPT,0.007819035349484197,0.08087126002385607,1.0
sdh3#B1,k#TDPDRR,0.002206856979304236,50.89005356155111,1.0
sdh3#B1,k#FBA3,0.05268806708407326,0.7195972608645287,1.0
sdh3#B1,k#GLBRAN2,0.04696900506281555,-3.6844007566090657,1.0
sdh3#B1,k#SOTA,0.028478432465711443,1.351736612949072e-13,1.0
