Metabolite,Sensitivity,Substrate,Product,RefGrowth,KDGrowth
c#pep_c,0.9566520294843098,1.0,0.0,0.09021551114378523,0.018043101908714852
c#glc__D_p,0.9566520294842918,1.0,0.0,0.09021551114378523,0.018043101908714852
c#g6p_c,-0.7692885756822739,0.0,1.0,0.09021551114378523,0.018043101908714852
c#pyr_c,-0.7692885756822485,0.0,1.0,0.09021551114378523,0.018043101908714852
c#co2_c,-1.1018011285145879e-12,0.0,0.0,0.09021551114378523,0.018043101908714852
c#6pgc_c,1.0876177273549942e-12,0.0,0.0,0.09021551114378523,0.018043101908714852
c#ru5p__D_c,-1.0549118421786142e-12,0.0,0.0,0.09021551114378523,0.018043101908714852
c#adp_c,8.98889814391862e-13,0.0,0.0,0.09021551114378523,0.018043101908714852
c#nadp_c,7.465291837948692e-13,0.0,0.0,0.09021551114378523,0.018043101908714852
c#nadph_c,-7.095846291892998e-13,0.0,0.0,0.09021551114378523,0.018043101908714852
c#atp_c,-6.52404151473054e-13,0.0,0.0,0.09021551114378523,0.018043101908714852
c#pi_c,4.3548432243347565e-13,0.0,0.0,0.09021551114378523,0.018043101908714852
c#13dpg_c,4.3139190101094186e-13,0.0,0.0,0.09021551114378523,0.018043101908714852
c#nh4_c,3.3937517056017855e-13,0.0,0.0,0.09021551114378523,0.018043101908714852
c#glu__L_c,-3.3214820275119547e-13,0.0,0.0,0.09021551114378523,0.018043101908714852
c#akg_c,3.1782921482571595e-13,0.0,0.0,0.09021551114378523,0.018043101908714852
c#q8h2_c,2.3306085021915995e-13,0.0,0.0,0.09021551114378523,0.018043101908714852
c#q8_c,-2.0887599036505874e-13,0.0,0.0,0.09021551114378523,0.018043101908714852
c#3pg_c,-2.003945534842048e-13,0.0,0.0,0.09021551114378523,0.018043101908714852
c#o2_c,1.1714133626351633e-13,0.0,0.0,0.09021551114378523,0.018043101908714852
c#aspsa_c,6.349366788295658e-14,0.0,0.0,0.09021551114378523,0.018043101908714852
c#asp__L_c,2.910534026877793e-14,0.0,0.0,0.09021551114378523,0.018043101908714852
c#r5p_c,-2.3376527930323978e-14,0.0,0.0,0.09021551114378523,0.018043101908714852
c#cbp_c,2.0930537550797347e-14,0.0,0.0,0.09021551114378523,0.018043101908714852
c#cbasp_c,-2.0458638333552647e-14,0.0,0.0,0.09021551114378523,0.018043101908714852
c#icit_c,2.0016084549978612e-14,0.0,0.0,0.09021551114378523,0.018043101908714852
c#hom__L_c,-1.9477453249329622e-14,0.0,0.0,0.09021551114378523,0.018043101908714852
c#coa_c,1.824040853064602e-14,0.0,0.0,0.09021551114378523,0.018043101908714852
c#for_c,-1.8113586553875573e-14,0.0,0.0,0.09021551114378523,0.018043101908714852
